Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/api/reading/page,4995,0,5100,6431.554320443271,165.34775299805915,84520.90742400105,14053.397997997998,43.811264682895604,0.0,5100,6400,7200,7800,9200,11000,37000,52000,80000,85000,85000
,Aggregated,4995,0,5100,6431.554320443271,165.34775299805915,84520.90742400105,14053.397997997998,43.811264682895604,0.0,5100,6400,7200,7800,9200,11000,37000,52000,80000,85000,85000
