Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/api/reading/page,4968,0,5900,6341.161890312189,126.22746300257859,82707.676531998,14069.883856682769,41.500000,0.0,5900,6900,7500,7900,8600,9400,18000,44000,77000,83000,83000
,Aggregated,4968,0,5900,6341.161890312189,126.22746300257859,82707.676531998,14069.883856682769,41.500000,0.0,5900,6900,7500,7900,8600,9400,18000,44000,77000,83000,83000
