Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/api/reading/page,4507,0,6400,7148.41782405904,124.13316599850077,81586.08172399909,13856.077878855114,39.88908919789681,0.0,6400,7600,8300,8800,11000,13000,19000,49000,78000,82000,82000
,Aggregated,4507,0,6400,7148.41782405904,124.13316599850077,81586.08172399909,13856.077878855114,39.88908919789681,0.0,6400,7600,8300,8800,11000,13000,19000,49000,78000,82000,82000
