Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/api/reading/page,9258,0,5300,4999.883221888185,133.99897199997213,12725.67082400019,14237.156621300497,81.9476268553775,0.0,5300,6400,7000,7300,8400,9100,9700,10000,12000,13000,13000
,Aggregated,9258,0,5300,4999.883221888185,133.99897199997213,12725.67082400019,14237.156621300497,81.9476268553775,0.0,5300,6400,7000,7300,8400,9100,9700,10000,12000,13000,13000
