Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/api/reading/page,10433,0,1000,1094.8695903014539,198.86797900016973,3902.5876400000925,14238.969615642673,91.17998957498823,0.0,1000,1200,1300,1400,1600,1800,2300,2700,3700,3900,3900
,Aggregated,10433,0,1000,1094.8695903014539,198.86797900016973,3902.5876400000925,14238.969615642673,91.17998957498823,0.0,1000,1200,1300,1400,1600,1800,2300,2700,3700,3900,3900
