Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/api/reading/page,11465,0,930,996.8137770675937,145.20049500015375,4245.052360000045,14326.503794156128,99.9006263344431,0.0,930,1100,1200,1200,1500,1800,2200,2600,3400,4200,4200
,Aggregated,11465,0,930,996.8137770675937,145.20049500015375,4245.052360000045,14326.503794156128,99.9006263344431,0.0,930,1100,1200,1200,1500,1800,2200,2600,3400,4200,4200
