Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/api/reading/page,12281,0,880,928.9244018891746,131.27936399996543,3625.6397659999493,14137.040631870368,107.35943186970457,0.0,880,1000,1100,1200,1400,1600,1900,2100,2900,3600,3600
,Aggregated,12281,0,880,928.9244018891746,131.27936399996543,3625.6397659999493,14137.040631870368,107.35943186970457,0.0,880,1000,1100,1200,1400,1600,1900,2100,2900,3600,3600
