Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/api/reading/page,11862,0,900,962.3543167353731,135.18177700007072,5876.540228000067,14288.147867138763,103.67944701220826,0.0,900,1000,1100,1200,1400,1600,2000,2600,3300,3700,5900
,Aggregated,11862,0,900,962.3543167353731,135.18177700007072,5876.540228000067,14288.147867138763,103.67944701220826,0.0,900,1000,1100,1200,1400,1600,2000,2600,3300,3700,5900
