Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/api/reading/page,12282,0,2500,2513.2546871394643,136.48879299989858,8774.783560999822,14351.383162351409,108.75335374784227,0.0,2500,2800,3100,3200,3800,4400,5300,6000,7300,8400,8800
,Aggregated,12282,0,2500,2513.2546871394643,136.48879299989858,8774.783560999822,14351.383162351409,108.75335374784227,0.0,2500,2800,3100,3200,3800,4400,5300,6000,7300,8400,8800
