Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/api/reading/page,10712,0,2800,2873.2434251052105,136.8540049998046,8956.379340999774,14301.56282673637,93.7719975710445,0.0,2800,3200,3500,3800,4600,5600,6300,6700,7800,8600,9000
,Aggregated,10712,0,2800,2873.2434251052105,136.8540049998046,8956.379340999774,14301.56282673637,93.7719975710445,0.0,2800,3200,3500,3800,4600,5600,6300,6700,7800,8600,9000
