Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/api/reading/page,10085,0,3000,3076.7912525844285,145.76656899998852,22129.28180400013,14399.776499752106,89.56838901097315,0.0,3000,3500,3900,4100,4900,5700,6600,7100,8900,21000,22000
,Aggregated,10085,0,3000,3076.7912525844285,145.76656899998852,22129.28180400013,14399.776499752106,89.56838901097315,0.0,3000,3500,3900,4100,4900,5700,6600,7100,8900,21000,22000
