Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/api/reading/page,4845,0,2200,2281.7277425201473,135.80192900190013,8140.220944998873,14025.75149638803,43.27970810278106,0.0,2200,2600,2900,3100,3600,4000,4400,4800,6200,8100,8100
,Aggregated,4845,0,2200,2281.7277425201473,135.80192900190013,8140.220944998873,14025.75149638803,43.27970810278106,0.0,2200,2600,2900,3100,3600,4000,4400,4800,6200,8100,8100
