Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/api/reading/page,4935,0,2200,2279.861663298256,145.48784100043122,9120.010489998094,13969.53475177305,42.79146202542538,0.0,2200,2600,2900,3100,3800,4400,5100,5400,6700,9100,9100
,Aggregated,4935,0,2200,2279.861663298256,145.48784100043122,9120.010489998094,13969.53475177305,42.79146202542538,0.0,2200,2600,2900,3100,3800,4400,5100,5400,6700,9100,9100
