Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/api/reading/page,5035,0,2200,2247.9099208595912,140.50480899823015,9335.23623200017,14066.938828202581,44.03820716695321,0.0,2200,2500,2800,3000,3600,4200,5200,5600,8500,9300,9300
,Aggregated,5035,0,2200,2247.9099208595912,140.50480899823015,9335.23623200017,14066.938828202581,44.03820716695321,0.0,2200,2500,2800,3000,3600,4200,5200,5600,8500,9300,9300
