Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/api/reading/page,4511,0,2300,2442.877089800226,124.74254100015969,10565.08247400052,13998.593659942364,40.807228376937225,0.0,2300,2800,3200,3400,4000,4600,5800,6300,8100,11000,11000
,Aggregated,4511,0,2300,2442.877089800226,124.74254100015969,10565.08247400052,13998.593659942364,40.807228376937225,0.0,2300,2800,3200,3400,4000,4600,5800,6300,8100,11000,11000
