Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/api/reading/page,4603,0,5900,6436.054543394495,146.87585000137915,79040.3322639977,14008.136432761243,40.59839052409466,0.0,5900,6800,7400,7900,9400,12000,14000,28000,74000,79000,79000
,Aggregated,4603,0,5900,6436.054543394495,146.87585000137915,79040.3322639977,14008.136432761243,40.59839052409466,0.0,5900,6800,7400,7900,9400,12000,14000,28000,74000,79000,79000
