Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/api/reading/page,4936,0,5000,5817.658775381271,146.4149540006474,87953.07792399763,14171.390194489466,43.36631780610721,0.0,5000,5900,6500,6900,8100,9300,25000,42000,77000,88000,88000
,Aggregated,4936,0,5000,5817.658775381271,146.4149540006474,87953.07792399763,14171.390194489466,43.36631780610721,0.0,5000,5900,6500,6900,8100,9300,25000,42000,77000,88000,88000
