Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/api/reading/page,4840,0,5900,6091.536343886617,138.04411800083471,44907.54666000066,13958.274586776859,42.71769485840086,0.0,5900,6800,7400,7700,8500,9700,13000,26000,39000,45000,45000
,Aggregated,4840,0,5900,6091.536343886617,138.04411800083471,44907.54666000066,13958.274586776859,42.71769485840086,0.0,5900,6800,7400,7700,8500,9700,13000,26000,39000,45000,45000
