Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/api/reading/page,5026,0,5100,5778.160965357518,136.08678400123608,82971.66259900041,14066.133704735375,44.211807612773526,0.0,5100,6100,6600,7000,8200,9300,19000,38000,75000,83000,83000
,Aggregated,5026,0,5100,5778.160965357518,136.08678400123608,82971.66259900041,14066.133704735375,44.211807612773526,0.0,5100,6100,6600,7000,8200,9300,19000,38000,75000,83000,83000
